date,developerResponse,review,rating,isEdited,userName,title,app_name,app_id
10/14/21 0:10,"{'id': 25706161, 'body': 'We are sorry to hear about your experience as it sounds frustrating! Nurx has 350K birth control patients, many of whom have trusted us to care for additional health needs beyond birth control. We pride ourselves on helping our patients get what they need. Please email reviewsupport@nurx.co to best locate your account and investigate this matter further.', 'modified': '2021-10-15T16:40:46Z'}","Honestly, I have issues with them every couple of months. First they prescribed Amethia which is supposed to give you a period once every three months. I bled continuously for all three months, had terrible headaches and spiraled into my worst depression. When I contacted them about these side effects, they said it was normal and sent me another three months worth. Trusting them, I went another two months (still bleeding the whole time) before I told them to switch me to monthly pills. They tried to push back still saying it was normal and then said they would ‘forward my concerns.’ I got a notification that my Rx was being shipped and had to send multiple frantic messages confirming that they weren’t sending Amethia again. A few months after that, at the year mark, renewing my prescription with them was a pain. First they tried to charge me $60 ($15 for a renewal consultation and $45 for three months of pills). I told them this was wrong. Then they charged me just $15. I got repeated messages that my credit card on file didn’t work—even though their charges were clearly going through. It took over two weeks for them to confirm my prescription was back on track. Most recently, they changed my bc to another generic with no warning what so ever. They also sent an email about sending 3 months at a time, so I clicked the link to opt out of that. Well, today they charged me for three months and sent a shipping notification for it. I’m reaching the end of my rope with Nurx. They are absolutely not as convenient as it seems. They seem to care more about making money than the health or needs of their patients.",2,FALSE,Delos33,Consistently a hassle,nurx-birth-control-delivered,1213141301
7/27/21 4:03,"{'id': 24182883, 'body': ""Oh no! We're very sorry to hear this! Please send a message to our customer support team by visiting plannedparenthooddirect.org/help.html. One of our team members will be happy to look into this for you!"", 'modified': '2021-07-28T16:16:48Z'}","Whenever I open the app, it just stays on the loading screen. I’ve let it run for hours and it stays on the same screen. I’ve had it downloaded for 2 weeks now and haven’t been able to use it once.",1,FALSE,komalley2002,Bug?,planned-parenthood-direct,1214393415
8/14/20 9:16,"{'id': 17675214, 'body': ""Oh no - that's not what we strive for! Please send us an email at help@plannedparenthooddirect.org and we'll be happy to look into this for you. "", 'modified': '2020-09-03T14:40:07Z'}",I used the app to order birth control after experiencing many months of not getting my period. Unfortunately I don’t think the nurse practitioners I worked with took into consideration the information I gave them to prescribe me the correct prescription. I think this service would be fine for someone who on the whole is active and healthy and may need birth control to prevent pregnancy but not necessarily for someone who seeks birth control to help regulate hormones or induce menstrual cycles.,2,FALSE,LizetteCOLUMBIALAW,Unfortunately not what I expected,planned-parenthood-direct,1214393415
3/3/21 4:37,"{'id': 21453325, 'body': 'Hi there, thank you for your feedback. We are sorry to hear of your difficulties in receiving your medication. We strive to make our service easy and simple. Please email reviewsupport@nurx.co if you need any assistance. \n', 'modified': '2021-03-04T18:18:51Z'}","On the 13 of February, I had talked to a clinician. She seemed very promising, answered all my questions, all was going well. She told me to wait about 2-3 business days for a notification saying my birth control would be processed. I gave it about 5-6 days before contacting them. Someone by the name of Kenneth had responded making it seem as if he had figured out the situation and told me that it would get sent out after approving a payment of $59 after already paying $15. It was understandable considering they prescribed me with a specific brand, but then that ordered also ended up getting cancelled. On the third try, I had gotten a notification asking me to approve of a payment of $179.50. I messaged them asking why the price was so high and got no response. I talked to clinicians for the Planned Parenthood app and they shipped my pills the same day I had started spoken to them. Keep in mind, I had asked for a specific brand and they had still made it happen the same day. Again, I heard very promising things, I tried to give NurX the benefit of the doubt but I dont think it was worth waiting 3 weeks to end up not getting my money back and no birth control! 😀👍🏻",1,FALSE,hiddenslothers212,Heard good things but disappointed,nurx-birth-control-delivered,1213141301
7/10/20 16:45,,I totally don’t understand why you guys did this just with a message even I said no I want the one that I asked for. Nobody responded my message anymore!! Then just sent a shipping information to me?! So why do I need to pay 15$ consulation fee??? Nobody was even listening???,2,FALSE,Elaineclover,They didn’t send the same BC that I asked for,nurx-birth-control-delivered,1213141301
2/14/21 18:00,"{'id': 21097312, 'body': ""Thank you for providing this feedback and we're disappointed to hear you’ve had such a frustrating experience. We'd like to address your concerns and see if there's anything else we can do to improve your experience. Please email reviewsupport@nurx.co so we can look into this further.\n\n"", 'modified': '2021-02-16T20:25:14Z'}","My insurance card was never used although I tried connecting it many times. 

One month out of the blue my medication just magically wasn’t sent to me? My address & payment information was changed to an old address & card that I was using when I first started the program. Causing my medication to not be mailed on time. When I contacted them through their messaging service, I specifically asked if my information was correct so I can finally receive my medication - the person confirmed ... only for me to receive a message a few days later saying my payment was refused... and they were using my OLD CARD AGAIN? 

I don’t know what’s going on. I didn’t have these issues before. But the app & site isn’t built well. Going to take my services else where.",1,FALSE,_miiow,Go to the pill club or any other competitor,nurx-birth-control-delivered,1213141301
2/11/21 14:25,"{'id': 21025891, 'body': ""Thank you for your review. We are sorry to hear of your recent experience as it sounds frustrating. Our team is working to address all messages as quickly as possible. When matters are urgent, we recommend reaching out to our Customer Care phone team at 800-321-6879. \n\nWe have recently added a medical consultation fee that all new and existing user must pay prior to proceeding with the renewal of their service to interact with our medical team. This fee is a once year fee that allows patients unlimited interactions with our medical team and for reviewing your medical history. The medical fee is similar to you paying an in person office fee prior to speaking to your provider.\n\nWe'd like to learn more about your double order and what occurred to have this instance happen. Please email reviewsupport@nurx.co to best locate your account. We look forward to your email."", 'modified': '2021-02-12T19:03:25Z'}","I’ve been with Nurx for several years. During that time for the most part things went smoothly, however every time I needed to renew my prescription either the link wouldn’t work, my order would be processed incorrectly, or I’d not hear from their support department for days unless I pestered them relentlessly. Now they’ve decided to increase prices by $15 for “consultations”, when they can’t even answer existing customer messages in 48 hours. On top of that, they have now double-charged me and double sent birth control pills rather than simply responding to my messages to resolve the issue, or looking at my order history to see that they JUST sent my order and there was no need to send another.
If you are in a bind, Nurx is a good temporary option. Otherwise I’d recommend avoiding them unless you don’t mind random $15 price increases or getting charged twice in the same month.",2,FALSE,TazBand,Unorganized + $15 price hike = no thanks,nurx-birth-control-delivered,1213141301
10/23/20 0:48,"{'id': 18740298, 'body': ""Hi Rachel, we are sorry to hear of your frustrating experience. We'd like to learn more what went wrong and help get your orders back on track. To best locate your account, please email reviewsupport@nurx.co"", 'modified': '2020-10-27T17:12:39Z'}","If you’re looking for a serious solution for birth control, look somewhere else. I’ve had my prescriptions canceled a few times by the company. Questions about orders not easily answered through the messaging app. As a single mom, working and home schooling my kids, who was very much hoping to have one less worry during a global pandemic, this has not been the convenient solution I was hoping for. I was very excited for this simple and easy answer for birth control and have been very disappointed.",1,FALSE,Rachel09337,Not reliable.,nurx-birth-control-delivered,1213141301
4/26/21 23:53,"{'id': 22516644, 'body': ""Hi Kate, we are disappointed to hear of your experience. We are able to work with most insurance plans and you can verify if we are able to work with your insurance plan by visiting our FAQ's or by reaching our customer care team through phone and our chat system within your account prior to placing your request. We'd love to learn more about this experience and help in resolving any outstanding questions with your account, please email reviewsupport@nurx.co to best locate your account. "", 'modified': '2021-04-28T17:34:04Z'}","This company has no problem charging you when you ask that they first check to see if your insurance is accepted. Instead of checking, they charged me and didn’t fulfill my order. 
Not a fan of using these tactics, especially when offering a service meant to help women.",1,FALSE,KateKuceyeski,Lack of Transparency,nurx-birth-control-delivered,1213141301
3/9/21 15:56,"{'id': 21582014, 'body': 'Hi, \n\nWe’re so sorry that your experience did not match your expectations. We will gladly look into this for you. As we are unfortunately not able to access your account or details via this platform, we kindly ask you to please reach out to us via help.naturalcycles.com. Have a great day.  \n\nRegards, \nNatural Cycles.', 'modified': '2021-03-11T07:25:59Z'}","TL;DR: If you want technology to add stress to your TTC journey, use Natural Cycles. 

I really liked Natural Cycles at first. I learned a lot about my body and it’s patterns. However, it seems like their algorithm didn’t learn as much as I did. After 3 regular cycles, the app went haywire and told me that my current cycle was going to be inexplicably 5 days shorter. I emailed customer service about it, as it seemed this was a technical error, but they doubled down. This made it very confusing to figure out what day I should expect my next period because the app starting counting those days in my next cycle. The app told me that my period was late, which is not something taken lightly on a TTC journey. On the day that my regular period typically starts, the app told me that I should take a pregnancy test and that they were “keeping their fingers crossed for me.” I emailed custom service about the issues and their response was to hide behind the algorithm unapologetically and to stress the “importance of measuring to our guidelines”—the assumption being that I wasn’t. Maybe it works for some people, but it didn’t work for me.",1,FALSE,Mab1217,If you want your TTC,natural-cycles-birth-control,765535549
2/10/21 7:05,"{'id': 21134983, 'body': 'Hi, \n\nThank you for posting a review and we’re sorry to hear that your experience was not of the quality you expected. We would like the opportunity to investigate your feedback further. We kindly ask you to please reach out to our Support team via help.naturalcycles.com. Have a great day.  \n\nRegards, \nNatural Cycles. ', 'modified': '2021-02-18T09:28:03Z'}","I had high hopes for this app, but unfortunately I really dislike it. The concept is great, but I hate the user interface. Everything on the screen just seems so busy and crowded and I don’t feel like the flow of the app is intuitive and clear. 

Also, can they not make it so there is a thermometer that automatically uploads your temperature to the app each use? Given that you’re supposed to take your temperature right away in the morning, ideally when you’re half asleep, I never upload it right away. But if you are uploading your temperature later, the thermometer will show you the previous reading but only one time for like 3 seconds. So you have to enter it quickly, and if you remember to take your temperature but forget to enter it in before the next morning, then you lose that info. It’s all just a hassle. 

I love the idea of natural family planning and I really wanted to like this app, but it has been a disappointment. I wish it was more simple and had a more aesthetically appealing flow, and I wish the thermometer was a smart thermometer so it is less of a hassle.",1,FALSE,Kaspa7,Poor Interface (and thermometer is a hassle!),natural-cycles-birth-control,765535549
5/8/21 14:30,"{'id': 22726082, 'body': 'We are disappointed in this experience and would like to investigate this further. Please send us an email to reviewsupport@nurx.co to best locate your account and assist further. We hope to hear from you soon!', 'modified': '2021-05-10T17:00:11Z'}","My insurance didn’t cover the cost of a medication (that I need) and I was willing to pay, but the doctor just stopped answering messages as soon as insurance problems started",1,FALSE,napcnwlslx clxnx,Horribly Unprofessional for a medical service,nurx-birth-control-delivered,1213141301
