Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,app_name,app_id,category,probability
16,2021-04-08 12:35:25,"{'id': 22156213, 'body': ""Hi Lynn, we are disappointed to hear of your recent experience. Our team strives to address messages as quickly as possible and in the order received. In emergencies, live representative are available Mon - Fri 9am - 9pm EST to assist with any immediate questions/ concerns. We'd like to learn more about this experience and see what went wrong to help get your order back on track. Please send us an email to reviewsupport@nurx.co to locate your account best. "", 'modified': '2021-04-09T21:03:38Z'}","I first used Nurx a few years ago and it was a quick and painless process. I filled out my request and gave them my insurance info and by the end of the day my order was on its way. 

I decided to use it again to avoid having to research a new doctor now that I moved. I should’ve just gone to the doctor. I submitted my request and my insurance info and it processed for two days before I received a text saying my order was canceled and to read the message they sent. I went to the app: no message. I messaged them and got a super delayed response from them. Turns out there was an issue with my insurance. Another day later I get a message saying they sent me a generic prescription and charged me $60. When I asked why this happened because my insurance has fully covered the brand name I requested, they told me that I would have to ask my insurance and that the prescription was written to substitute to generic if the pharmacy didn’t have brand name. 

Talking about responses, you have to wait at least 10 minutes from sending a message in order to get a response and when you do, you’re never talking to the same person. Also the message tab doesn’t have time stamps so you can’t see how much time has actually passed between your message and their response.",1,False,ALynnJ42,Used to be good,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management
- l4_problematic_billing_practices",0.7947856287983251
19,2021-01-05 06:10:19,,"I am not one to usually write reviews, but my whole experience with Nurx has been so painful, I had to say something.

Like others, I thought this was a great way to get my BC that would eliminate all the hassle of going through my doctor and pharmacy. Boy, was I wrong. At first, they were super helpful. They recommended a BC that I even wanted to try, and they sent it to me within 5 days of signing up. But then when I would have questions about coverage and protection, I would get mixed messages from different staff members, which was of course super frustrating. 

Finally, it came time to refill my RX and I couldn’t believe the nightmare that they created. I received a generic version of an already generic brand that I was prescribed, and I couldn’t even find it anywhere on the Internet. They claim that the brand they gave me was discontinued and that the pharmacy ran out of it, but I’ve never experienced this before when getting BC. Then, when I asked to go back on the more “name brand” BC, they said I needed a medical reason to do so. I gave them one, and they still wouldn’t put me back on the brand I requested. Sorry, but I’d like to have a say in the medicine that’s going into my body. Seriously save yourself a headache and avoid this company at all costs.",1,False,cp_2015,Avoid at all costs,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9680223210843287
20,2023-04-10 01:19:52,"{'id': 35891698, 'body': ""Hello, we're truly saddened to hear of this experience and want to take a closer look at what you described. Please email us at reviewsupport@nurx.co to better investigate this. We look forward to your reply, thank you.\n"", 'modified': '2023-04-11T13:00:00Z'}","This company was great for the first year providing me birth control. Renewal of my prescription for the second year was not an easy process having to go back over all my medical history over again as it seems they keep nothing in file or fail to review it. The this past January my birth control pill’s arrived two weeks late. I got the notice for my current prescription renewal and completed the paper work as asked. Finally, with only a few days left someone a “provider” contacted me. They gave me options for birth control. I told them what I wanted. Then they responded that they could no longer provide me service because of a medical condition they saw listed in my file. A medical condition I had listed from the very beginning and that I’ve had for over 15 years and still been in birth control with no problems. So now I have two days of pills left and I can’t get in with a doctor for almost two months. They left me high and dry for no reason. If they had simply told me that when I received my last pack of pills I may have had a chance at finding another provider before I ran out. Don’t bother with this company they can and will drop you at anytime leaving you without medication.",1,False,1sweetfairy,Unreliable,nurx-birth-control-delivered,1213141301,- l3_poor_prescription_management,0.9963836736156912
21,2022-08-04 15:00:04,"{'id': 30729774, 'body': ""Hi, we're sorry to hear you are having difficulties with updating your current refill. Our team is working hard to address all the questions we receive from our patients. If possible, please email reviewsupport@nurx.co as we'd like to investigate the events described and provide further assistance. We look forward to your reply."", 'modified': '2022-07-05T15:06:12Z'}","The app and website make it sound easy, but if you follow their directions to log in and change your refill date it actually doesn’t work. Then I found another part that says you need to message them the below in order to skip a refill. I did that and haven’t heard back. I’m going to try calling next. Seems VERY sketchy that they make it this difficult to postpone your next refill. “Hi – I would like to cancel my next refill order. Can you help me cancel the order?”

Update:
I both sent a message and called to postpone my order. (Heads up you’ll be on hold for a while before someone picks up.) I was told that I would be able to postpone until October. Well today I got a shipping notification. This company is so shady it isn’t even funny. The person I spoke with also said that you can’t postpone your order if it’s to shop within the week. Okay, I thought that was fine. To test this I just went into the app and again they lied. Even if it’s not to ship within the week you CAN’T postpone the ship date. You can only ship it sooner. I’m reducing from two stars to one. Once I figure how to cancel this I’ll be looking for a more trustworthy company.",1,True,Weenie14,They make it difficult to change your refill date,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9647815397023018
25,2022-12-15 21:16:19,"{'id': 33865080, 'body': ""We're deeply saddened to hear of this experience and want to take a closer look at what you described. Please email us at reviewsupport@nurx.co to better investigate this. Thanks\n"", 'modified': '2022-12-21T23:13:27Z'}","I am extremely upset at Nurx. First off, they take forever to respond to you. I waited pretty long for my prescription, only for the dermatologist to give me prescriptions that weren’t oral (when I requested oral). I went along with it and ordered the necessary suggested wash. A day or so later, the order is cancelled with no notification as to why. The cancellation said “Your order can’t be processed due to a problem. Check your messages on guidance to how to fix it.” So, I checked my messages. Nothing. Texted asking. Nothing. Texted an upset response. Also nothing. I had to email support with an angry letter for me to get a response, only for it to say that my insurance information was rejected and that they cannot provide me a $40 refund because I already got a medical consultation. Huh, you mean the consultation that gave me products I never asked for? The consultation that gave me topical medicine instead of oral medication? I only have one insurance plan. If it was rejected, how am I supposed to provide another insurance? Nurx is a scam. I paid $40 and got nothing from them. I will never be using Nurx again, nor will I ever recommend this to anyone. Waste of my time and money.",1,False,satidalim,NEVER USE THIS FOR ACNE TREATMENT!,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management
- l4_problematic_billing_practices",0.9474528517023199
31,2023-08-10 15:32:09,"{'id': 38308192, 'body': ""Hello, we're truly saddened to hear of this experience and want to take a closer look at what you described. Please email us at reviewsupport@nurx.co to better investigate this. We look forward to your reply, thank you.\n"", 'modified': '2023-08-15T17:34:18Z'}","Do yourself a favor if you have skin problems. I wasted my time and money for them to send me something that doesn’t work. I’ve had uncontrollable acne for years. Two years ago I developed acne around my mouth and I could not get rid of it no matter how I tried. More recently, it developed under my eyes. I went to prompt care and the doctor treated me for an allergic reaction. After 4 of his prescribed pills (that I got the same day!) the redness around my mouth cleared and the bumps are nearly invisible and starting to fade. I had to take those first 4 pills all on the day I got them, so imagine my joy when the breakout cleared on the exact same day I went for help. I am seeing my dermatologist in a month to see what I am allergic to. Also, my insurance didn’t cover my medications from Nurx, and I have good insurance through my husband’s employer. I spent less than half of what I spent on two allergy medications than I did on the medication I got from Nurx. They say “who has time to wait in line at the pharmacy?” Well, I think most of do when we are going to get the care we need on the same day we see the doctor.",1,False,StingRay93,Useless.,nurx-birth-control-delivered,1213141301,"- l3_poor_prescription_management: The reviewer mentions that the medication from Nurx did not work for their skin problems.
- l4_problematic_billing_practices: The reviewer notes that their insurance did not cover the medications from Nurx, leading to higher out-of-pocket costs.",0.9677852359586767
33,2020-05-29 20:59:19,"{'id': 11157202, 'body': 'We understand your reservations with adding your credit card information, but if you plan to pay with insurance and you DO NOT have a copay, we will not charge the card on file. However, it is required that we have a card on file, in the event of a copay. It would be best to contact your insurance to inquire which medications are fully covered with your policy before you begin the process. Please reach out if you have any further questions.  ', 'modified': '2019-10-09T23:58:13Z'}","First the bad. I thought with this app/service we would have access to a doctor to answer questions and provide recommendations. I’ve sent a message using the message feature on the app, about whether or not it would be safe for me to skip the placebo week so that I won’t have a monthly period and they have ignored my message. The good thing is, it’s easy to get birth control, mine is free through my insurance & it’s great being able to receive 3 months worth at a time through the mail. The downside to that is that they will change the brand without notice, I was on Microgestin fe 1/20 for the first 3 months and now they just sent me Junel fe 1/20 which has the same active ingredients. This is on me though because at the end of the 2nd pack of Microgestin, I started experiencing bad nausea and put off contacting the Dr through Nurx to see about switching to something else & before I knew it they had already refilled my prescription with Junel which is the same as Microgestin. I am really disappointed Over the inability to get questions answered in a timely manner and will probably discontinue using this app.",2,True,Jen316,Good and bad,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.986737455960345
34,2023-07-18 15:00:22,,"I’ve been using Nurx for a year now and it’s been so easy but now they won’t refill my prescription that I’ve been taking for over a year because I accidentally clicked on a wrong question answer an entire year ago. I was told that they can’t do anything about it and I would have to change prescription. No one would give me any reason as to why I was able to get it for a year and all of a sudden I can’t. I’ve been told it was suspended account, now it’s a processing issue, now it’s another issue after another. You can’t speak to anyone in person and they won’t give answers as to why I’ve been able to get it for a year. It’s absolutely ridiculous and extremely frustrating. I’ve tried to call support twice only getting through once for them to tell me they can change it and hung up on me. If I could give zero stars I would. It always a hassle to try to get anything from them. It’s supposed to help women not make something that’s already difficult even more difficult",1,False,Hannah sweet pea,Wont let me refill a prescription I’ve been taking for a year and getting so many different answers,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9740686687772956
35,2022-07-07 02:32:15,"{'id': 30857454, 'body': ""Hi, we're disappointed to hear this. Due to current events, our support team has been experiencing higher volumes and our team has been working around the clock to address all patients as quickly as possible without diminishing care. We thank you for your patience and understanding as we continue to work through all request.\n\nNurx has over 400K patients, many of whom have trusted us to care for additional health needs beyond birth control. We pride ourselves on helping our patients get what they need. Please email reviewsupport@nurx.co to best locate your account and investigate this matter further."", 'modified': '2022-07-12T20:28:48Z'}","I normally do not write reviews but I had to for this. Over a month ago I was prescribed a few acne medications and birth control through Nurx. My order was finally placed after a week of going back and forth, which was the first red flag. Then it said pending for a couple days and then suddenly changed to canceled. No explanation, no nothing. I immediately contacted them to fix this and that I didn’t cancel the order. They responded within a few days and I thought the problem was fixed, but nope. Then it was pending for over 2 weeks and even processing at the pharmacy. I’ve sent multiple messages a day over the last few weeks and heard nothing. No responses. I tried calling yesterday was on hold for 1 1/2 hours. I never was able to speak to someone. Then I got off the phone and my order was canceled AGAIN. This company is a total scam. Please be ware. I used a different Telehealth service and got my prescriptions within an hour. I just hope I don’t get charged anymore. This was such a burden when I really needed my prescriptions and did not have time to go in person to a new doctor. Such a waste.",1,False,Blahbalhdhdj,AWFUL BEWARE,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9261382568753243
36,2022-06-23 16:50:38,"{'id': 30583281, 'body': ""We're disappointed to hear of this experience as this is not what we want our patients to feel when using our service. If possible please email reviewsupport@nurx.co to best locate your account and investigate this further. "", 'modified': '2022-06-27T16:01:54Z'}","I’ve been with Nurx for maybe 2 years now. When I started I absolutely loved it. Everything was done over the phone and I would usually get a response within 24-48 hours. Nowadays when you ask a simple question, which can usually be answered with a simple yes or no, you will be sent an automated response. This usually saying something along the lines of how they’ve had an increased volume of inquires etc. it typically takes 2-3 weeks for me to even get a response. No matter how long you’ve been using this company or how urgent your question is if you’re not a new patient expect to be put on the back burner. Also if you’re using them for birth control they tend to not send the medication out until the day you need to be using it. It’s super inconvenient and you can forget about asking any questions. I understand the increase in telehealth but with more customers should also come better customer service…. Not worse. So unless you have no other option I would advice to steer clear and use a different provider.",1,False,denisesnerag,used to love Nurx but their customer service has declined immensely…,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9923482673027115
37,2023-08-18 18:58:28,"{'id': 38402954, 'body': ""Hello, we're truly saddened to hear of this experience and want to take a closer look at what you described. Please email us at reviewsupport@nurx.co to better investigate this. We look forward to your reply, thank you.\n"", 'modified': '2023-08-20T04:21:34Z'}","I've been using this program for over a year but NURX has destroyed what was a wonderful system. It was “the pill club” “favor” back to “the pill club” and most recently “Nurx”.
I had a prescription for a 90-day supply of birth control pills. Refilled every three months which allowed me to skip my period altogether. Absolutely loved it! At first. Consistent deliveries, insurance covered everything, no waiting at the doctor's office. They would even send some little freebies chocolate, plan b, condoms. Whenever there has been a name change insurance had to be reverified and delays were common. Annoying but I still received my RX in a reasonable time so my period wouldn't come back with a vengeance. But NOT WITH NURX. I have corresponded with them about once every two weeks, and it has now been three months...my insurance is still “under review” and they have yet to give me an ETA of when my RX would arrive. I have moved on to “PPdirect”. I have to pay out of pocket in order to get my exact RX as soon as possible. They respond within one business day and I’m no longer on a wild goose chase that is NURX.",1,False,Honest baberham Lincoln,Do NOT rely on NURX,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9292469277231664
38,2021-08-12 03:31:37,"{'id': 24534904, 'body': ""Hello Anna, thank you for your review. We are disappointed to hear of your experience as it sounds frustrating and we'd like to learn more about what went wrong. If possible, please email reviewsupport@nurx.co to best locate your account and investigate this matter further. "", 'modified': '2021-08-16T16:05:06Z'}","If this worked well, I would love it. Unfortunately, there are a myriad of issues: It’s hard to understand the status of the orders or to pause/delay shipments. Response time is slow. The communication over the app doesn’t appear to be saved in my profile or settings. For example, I asked for a pause on an acne medicine months ago, yet it continued to regularly process orders for the medication after the pause had been confirmed, requiring me to monitor and reach out again and again, despite assurance from my ‘team’ that the medication was paused until I requested it . After following up on this medication pause for the third or fourth time, now the app paused all my medications, including a birth control that had been preparing to ship. I missed that the shipment never processed (because I have a life and can’t monitor this app constantly), which I unfortunately didn’t realize until I needed it. So now I’m in a tough place and really wish I’d stuck with a doctor for Rx. I’d advise trying another app or just going to the doctor- in my experience, it’s less effort than this app.",1,False,anna.eliza,"Good idea, bad execution",nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management",0.9905172594578892
39,2020-12-29 21:47:51,"{'id': 20112386, 'body': ""We are sorry to hear of your experience in obtaining access to your Contraceptives. We do offer Emergency contraceptives through our site at a reduced price for those without insurance that would like to have the medication on hand if they should ever need it. Unfortunately, if you are in need of this medication urgently and paying out of pocket, you are able to purchase this medication over the counter without needing to proceed with our service. Insurance users are able to get a prescription in order to have their insurance cover the cost no matter if they are in need of it immediately or just to have on hand. We're disappointed to not have met you expectations. If there is anything more we can assist you with, please feel free to email reviewsupport@nurx.co. "", 'modified': '2020-12-31T19:06:15Z'}","I hesitate to write negative reviews, but this app completely took advantage of me while I was in a sensitive situation. I have tried to rectify the situation by calling and using the messaging feature and I have been brushed aside.

They advertise discrete and less expensive experience, especially for those without insurance. I was humiliated in a Walgreens and paid $15 for an unnecessary prescription. I used the app to order emergency contraceptive, they advertised $20 pill plus $15 referral fee, $15 less than the over the counter option ($50 in MA). Little did I know, if you don’t have insurance, you just pay the pharmacy price regardless. The order wasn’t called in by the time I reached the pharmacy, even after I called both Nurx to confirm it would be waiting. It was not. Long story short, I left the pharmacy in tears, without the pill, after it was waved in front of a long line of waiting customers.

I’m completely disappointed in this app. Will never be using it again and am still trying to get a refund for $15 referral, which saved me no money and only made my life more difficult.",1,False,Sacatu,Waste of time and $$,nurx-birth-control-delivered,1213141301,"- l2_delayed_customer_service
- l3_poor_prescription_management
- l4_problematic_billing_practices",0.9840679858555135
