Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,app_name,app_id,category,probability,l1_inaccurate_cycle_prediction,l2_unfair_functionality_charges,l3_user_data_privacy_concerns,l4_if_related_to_the_overturn
1353,6/25/22 23:46,"{'id': 30606982, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:48:28Z'}",Stopped using this app cause everyone was talking about their terms and how in fine print they said they would share data under legal obligation. Now that women’s rights have been taken away I no longer feel safe using this app and especially disgusted by the America right now. If roe v wade is ever brought back to protect women I would still not even touch not think about using this app again because it is downright cruel to share private information like this in any circumstance. I will never forgive nor forget and I hope that other women will take a stance to start using foreign period trackers in order to have a right to their privacy in the United States.,1,False,behthesheep,Roe v wade,flo-period-pregnancy-tracker,1038369065,#NAME?,0.98842016,0,0,1,1
1453,5/4/22 14:57,"{'id': 30011457, 'body': ""Hello Aray1199!\nThank you very much for asking. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:08:01Z'}","I’ve been using Flo for around 2 years now and was happily content with it until I found out now, a day ago, what Flo has been apparently doing.

Apparently Flo has been selling info about our cycles and tracking our cycles, with intentions to give these to companies for the purpose of spying on women without their consent and tracking who’s pregnant or who’s cycles are irregular for probably the purpose of giving this to the law enforcement since now in America they want to ban abortions and incriminate women who do so..

With this being said there’s been many articles and posts going on around this, and with Flo not talking about or denying these at all, I’m suspicious. 
I’m so disgusted, I don’t live in the USA anymore but am terrified at the thought of my cycles being tracked for all the wrong reasons and intentions.. 🤢 disgusting, do better . And their app claims they have your data “safe and protected”",2,False,Aray1199,Was good until I found out it tracks and sells info??,flo-period-pregnancy-tracker,1038369065,#NAME?,0.974256693,0,0,1,1
1637,10/30/22 13:13,"{'id': 33063659, 'body': 'Hi Ar9250!\n\nWe understand you’re upset that some features are now available only on Flo Premium. Funds from our Premium subscriptions allow us to keep building and improving the app, while keeping basic cycle tracking free for everyone. We welcome your thoughts — email us at support@flo.health\n\nKind Regards,\nFlo Support Team', 'modified': '2022-11-09T10:51:24Z'}","Honestly the app was really good, I’ve used it since I was 16 and I’m now 22 years old. The app pretty much just went to crap because they’re now charging for features that used to be free. They are now charging just for the app to simply tell you when your period is arriving, which is pretty dumb since that’s the apps main purpose. Paying $ for simple & previously free features. They only started charging for such features since  Roe. Vs Wade had been overturned. Seems like the app just wants to receive financial gain from women who have now begun to rely on their own cycle tracking for safe/appropriate healthcare.",1,False,Ar9250,Flo Period Tracker,flo-period-pregnancy-tracker,1038369065,#NAME?,0.987421101,0,1,0,1
1753,6/27/22 6:03,"{'id': 30605201, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T16:09:56Z'}","Flo sells your data and doesn’t protect it from falling in the hands of law enforcement. Your data about your cycle can be used as evidence in a murder conviction if YOU decided that YOU wanted to terminate YOUR pregnancy. Women’s autonomy has been taken away in most of America, and this app is extremely dangerous for anyone in a state that has abortion bans/tight restrictions. Email the Flo team to delete your data asap. The Health app on iOS is a safe, secure alternative where your data is encrypted and stored on your device and is inaccessible to law enforcement as long as you have a strong password on your phone. Stay safe and stay informed, ladies!!",1,False,LittleRed727,PUTS WOMEN IN DANGER!!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.984755683,0,0,1,1
2089,6/27/22 7:19,"{'id': 30605204, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T16:09:59Z'}","In light of recent events many people have come forward to say that period tracking apps are selling our data to third parties in order to better enforce their abortion laws. My body will not and should not be regulated by old white men who are already laying in their grave. Do not trust these apps during these times. If your period is late and they see you traveled out of state you could be arrested for trying to have an abortion legally in a different state. Overall do not trust these apps, do not let your kids trust these apps and more importantly fight for the reproductive rights we deserve.",1,False,kyleasf,Roe v. Wade,flo-period-pregnancy-tracker,1038369065,#NAME?,0.984692571,0,0,1,1
2091,5/27/22 22:53,"{'id': 30012524, 'body': 'Hi there!\nWe care deeply about our users’ privacy, which is why Flo does not share health data with any company but Flo. We remain committed to ensuring the utmost privacy for our users. You are welcome to read our Privacy Portal, which gives more detailed info on our data protection policies: https://flo.health/privacy-portal. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:49:34Z'}","This app shares information with Zuckerberg/Facebook

Update. The developer replied stating they do not share your HEALTH data with anyone outside of Flo. Your LOCATION data is a key component of what they can and will share with outside agencies if needed if a woman travels out of state to terminate an unwanted/forced pregnancy. It’s relevant because your location data can be used to help prosecute you for “murder” in states where abortions are banned. I stand by my initial review. Delete the app and it’s data and go back to the old school way of tracking. Be safe and smart ladies.",1,True,Privacy Violations,Delete this app and it’s data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.997336818,0,0,1,1
2093,5/5/22 1:38,"{'id': 30011464, 'body': ""Hello there!\nThank you very much for asking. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:08:12Z'}","Flo has the right to, and already has, sold its users’ data. With the new Supreme Court ruling there is already legal precedent to be able to use data on your menstrual cycle to attempt to be able to track people who might be having abortions. In states where abortions will be criminalized, the data from this app can and will be used against you, along with location trackers on your phone, to see if you may have had an abortion or not. This app will literally be helping to police your period. Not safe. Disgusting and despicable beyond belief.",1,False,Good game!!8,DELETE DO NOT USE; NOT SAFE,flo-period-pregnancy-tracker,1038369065,#NAME?,0.998463466,0,0,1,1
2134,6/28/22 3:29,"{'id': 30621655, 'body': 'Hi Alexifeeh! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-29T12:33:50Z'}","I really enjoyed Flo while it lasted. It was really informative and easy to use. However, with the recent overturn of Row vs. Wade, I read that Flo sells data to companies like Facebook, etc. However, I gave them the benefit of the doubt because they wrote that they do not sell the info, etc. I decided to just check my Facebook ad preferences and ads from companies used off the app, and Flo was on there multiple times selling my data. Really disheartening given circumstances against women right now.",2,False,Alexifeeh,Great until…,flo-period-pregnancy-tracker,1038369065,#NAME?,0.989402118,0,0,1,1
2296,3/30/22 3:06,"{'id': 28952013, 'body': 'Hi mollyholiday! Sorry to hear that! You can check out our article on safe cycle days here: https://help.flo.health/hc/en-us/articles/360015131132- Please feel free to contact us directly from the app if you need assistance: Menu — Help — Contact us. We’d be happy to help! Kind regards, Flo Team', 'modified': '2022-04-04T09:03:28Z'}","tracked my cycle data for over a year, and had an unwanted pregnancy going by this apps advice. Now there’s no way for me to enter information for starting my cycle back after an abortion and it’s telling me my periods are irregular when in fact their data collecting and information is just inferior. 

The hormonal/menstrual cycle related advice was always basic and never really helpful to me, as it’s extremely elementary in execution. The best advice it gives is to not use soap in your hoo ha… which every young child should know… adults need more than this.",1,False,mollyholiday,VERY DISAPPOINTED,flo-period-pregnancy-tracker,1038369065,#NAME?,0.992712094,1,1,0,0
2603,6/24/22 21:16,"{'id': 30606843, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:37:19Z'}","Allegedly Flo sells your data to Facebook and other third parties. Also, allegedly, your private information could be subpoenaed if you’re suspected of having an abortion. There are multiple reasons a cycle can be late (i.e. stress, hormone imbalances, medical conditions ect.) So even if you didn’t have an abortion, your private information can be used against you in court of law. If you want to protect yourself don’t use this app. If you live in a red state your better off tracking your cycle with pen and paper.",1,False,Jay Sophia,Your privacy isn’t protected,flo-period-pregnancy-tracker,1038369065,#NAME?,0.993829635,0,0,1,1
2858,6/5/20 18:06,"{'id': 15847027, 'body': 'Hi mrsSHMOKE,\n\nWe’re very sorry for your experience. It would mean a lot to us if you could contact us and let us know what you would like to change. Our team will be happy to assist you! We aim to take care about our users.\n\nKind Regards,\nFlo Support Team', 'modified': '2020-06-08T11:31:35Z'}","At the moment the secret chats are messed up. When you press on a chat or a notification from a chat, it shows a loading screen but does not load. This needs to be fixed. I also have noticed that this app is pro-forced because they do not have chats for women who had abortions. When women speak about their experiences in the pregnancy loss chats, other women bash and shame them and the abortion comments get deleted. They are silencing women on an app that’s supposed to be FOR WOMEN.",2,False,mrsSHMOKE,Restricting and Pro-forced birth.,flo-period-pregnancy-tracker,1038369065,"This review can be classified under the following categories:

- l3_user_data_privacy_concerns: The review mentions that abortion comments get deleted and women are being silenced, which could imply concerns about data privacy and censorship.
- l4_if_related_to_the_overturn: The review discusses the lack of support for women who had abortions and mentions that abortion comments get deleted, which can be related to the broader context of the overturn of Roe v. Wade.",0.449350443,0,0,1,1
2883,6/24/22 19:45,"{'id': 30606974, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:48:07Z'}","If you happen to have irregular menstrual patterns(SOMETHING YOU CAN NOT CONTROL BTW) you may be falsely accused of miscarriage(something else that is out of our control) or abortion and they will use data from this app and others like it to falsely prosecute you. Legal feels alone will only be part of the abuse they will unjustly punish you with. Its safer to leave these apps behind ladies they no longer care about us (if they ever did, probably fed us lies from the start) just the money they can drain from us",1,False,hdhfjwksnjdjskskjv,WARNING keep at own risk,flo-period-pregnancy-tracker,1038369065,#NAME?,0.998961418,0,0,1,1
2925,6/25/22 15:21,"{'id': 30606968, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:47:54Z'}",Please don’t download this app and if you are already delete it. As you all know Roe vs Wade was just overturned and this app could potentially use your data to see if you are pregnant or if you’re having late cycles. I deleted it and requested my account to be deleted but they won’t answer me because they know what I am saying about the situation is true. Im only 16 and it’s so nasty for these people to have my information like this when I clearly want them to get rid of it.,1,False,Kie🥰,Your personal data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.986291959,0,0,1,1
3022,6/24/22 19:45,"{'id': 30606853, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:37:36Z'}",For all women using this app to track your period or are trying to get pregnant get rid of it. They have sold your private data once to several well known companies such as google and Facebook and they will do it again. You can request to that they delete your data but it takes 30days to do so. After the announcement that Roe v Wade has been overturned this is not a safe app to use after their past with selling our data. Stay safe out there,1,False,angryuterus,Get rid of it,flo-period-pregnancy-tracker,1038369065,#NAME?,0.997193482,0,0,1,1
3224,8/1/22 3:35,"{'id': 31284049, 'body': 'Hi there! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-08-04T16:27:37Z'}","I do not recommend this app, with the recent turning of Roe V Wade we found out that Flo sells your personal data to the government. They send over every bit of information about your recent periods. They will send over any information if they think that you had an abortion. I recommend other period tracking apps since there are many that DONT sell your data.

I hope you all take this into consideration, I also hope that Flo wouldn’t sell data.

On another note this app is great for period tracking and its very accurate, they have a nice community and a format that makes it easy to understand. If you don’t mind all your personal data being sold then this is a great app for you.

                -a disappointed customer",1,False,RickrolledYetAgain:(,Sells data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.930624084,0,0,1,1
3461,3/18/23 16:55,"{'id': 35550712, 'body': ""Hi there!\nWe have heard your concerns, and we want to make it clear that we will do everything in our power to protect the data and privacy of our users. We've launched a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode makes it so that no entity can identify you. While privacy remains at the core of our operations, we wanted to provide an even deeper layer of protection and ease the concerns of users living in states where Roe v. Wade has been overturned. We will be sharing more details with you in the coming weeks.\nYou are welcome to read more information on how Flo responds to data requests here: https://flo.health/flo-user-response-data-requests\nYours,\nFlo"", 'modified': '2023-03-23T14:32:53Z'}","If I could give this app a 0 star I would but I can’t. I’ve heard many bad things about this app including that they send information to the government about your period. I’ve hear that if you mark you got pregnant then had an abortion, people have gotten in trouble with the government because they had been tracked by this app. Do not let yourself become a victim of this app. They do not respect your privacy. Thank you.",1,False,jfzktckgdjtstjssutsj,Untrustworthy,flo-period-pregnancy-tracker,1038369065,#NAME?,0.995862871,0,0,1,1
3465,6/25/22 1:59,"{'id': 30606983, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:48:33Z'}",This app records your period and pregnancies but it will be used against you in court if you get a abortion the new will use this app against you. If you’re looking for a better app download Stardust which will keep your stuff private (women owned). Please research to get a better understanding of why this really needs to stop.  Delete it asap if you have it. I also find it suspicious how he has a perfect five star rating.,1,False,Madi R M,Please don’t get this app for your own safety!!!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.991081799,0,0,1,1
3467,5/4/22 3:57,,With everything going on right now with the Supreme Court trying to overrule Roe V. Wade more than anything woman need to be more aware of what happens to their body and information based of there bodies. FLO and other period apps pass on their data onto third parties like Facebook and google. Although they advertise that the user has the last day they are not fully transparent. PLEASE DELETE THE APP AND CLEAR ALL INFORMATION. As this could possibly be used against us in the near future.,1,False,protect womans rights,FLO DOES NOT PROTECT YOUR PERSONAL DATA,flo-period-pregnancy-tracker,1038369065,#NAME?,0.992459921,0,0,1,1
3513,6/25/22 0:43,"{'id': 30606859, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:37:51Z'}","I don’t have much to say. This app used to be okay; it was simple and I wished they’d just give us the plus things with ads or something. They didn’t even offer that much more if you paid.
Then I found out they sell your data. Considering what jus happened with Roe v Wade, this app is actually even more dangerous to have than before.
I’ve deleted it and opted for safer and private apps.",1,False,chewycaty,used to love this app- not anymore. they sell data.,flo-period-pregnancy-tracker,1038369065,#NAME?,0.94614869,0,1,1,1
3514,5/5/22 15:51,,I went to delete my account and they told me it’ll take up to 28 days. That’s ridiculous and makes no sense when I can go and delete any other account on another app on a few seconds all myself. After the roe vs wade situation that had happened they CAN give your info to a court to use against you. I want my account gone and the customer service through email won’t even answer me.,1,False,fflowerz,Terrible,flo-period-pregnancy-tracker,1038369065,#NAME?,0.942341761,0,0,1,1
3991,6/24/22 18:26,"{'id': 30606937, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:46:22Z'}","Delete your account. Delete the app. Your data can be used against you in court due to the recent Supreme Court ruling, as now you can be prosecuted for getting an abortion on or even having a miscarriage. The disruption in your cycle can be tracked and can be available to prosecutors and used as evidence in court. Make sure to check that your tracking apps don’t share data.",1,False,MaddieΩ,In light of current events,flo-period-pregnancy-tracker,1038369065,#NAME?,0.991330924,0,0,1,1
